TRANSMISSION_LINE,trans_lz1,trans_lz2,trans_length_km,trans_efficiency,existing_trans_cap
l98633,2060033,2060060,28.23,0.9,168.42
l98634,2060036,2060037,0.0,0.9,0.0
l98635,2060036,2060038,0.0,0.9,0.0
l98636,2060036,2060039,0.0,0.9,0.0
l98637,2060038,2060049,16.31,0.9,126.79
l98638,2060040,2060041,0.0,0.9,0.0
l98639,2060040,2060042,0.0,0.9,0.0
l98640,2060040,2060043,0.0,0.9,0.0
l98641,2060054,2060041,20.69,0.9,144.04
l98642,2060041,2060055,35.2,0.9,117.94
l98643,2060044,2060045,32.89,0.9,109.86
l98644,2060849,2060044,39.8,0.9,168.48
l98645,2060045,2060046,0.0,0.9,0.0
l98646,2060045,2060064,56.43,0.9,156.59
l98647,2060849,2060045,22.98,0.9,180.95
l98648,2060047,2060048,0.0,0.9,0.0
l98649,2060047,2060049,0.0,0.9,0.0
l98650,2060052,2060049,29.62,0.9,143.6
l98651,2060050,2060051,0.0,0.9,0.0
l98652,2060050,2060060,17.52,0.9,154.5
l98653,2060050,2060737,46.26,0.9,145.86
l98654,2060064,2060052,33.81,0.9,156.85
l98655,2060053,2060058,31.16,0.9,134.11
l98656,2060070,2060053,37.49,0.9,149.16
l98657,2060054,2060062,31.21,0.9,159.04
l98658,2060055,2060058,7.32,0.9,134.56
l98659,2060057,2060056,0.0,0.99,169.06
l98660,2060056,2060061,120.13,0.97,509.89
l98661,2060058,2060057,0.0,0.99,137.57
l98662,2060058,2060074,20.49,0.9,150.74
l98663,2060060,2060059,0.0,0.99,181.87
l98664,2060059,2060061,0.0,0.97,0.0
l98665,2060060,2060765,21.04,0.9,163.43
l98666,2060061,2060805,28.11,0.97,537.88
l98667,2060061,2060848,117.04,0.97,504.8
l98668,2060062,2060812,56.08,0.9,166.96
l98669,2060076,2060063,47.66,0.9,147.36
l98670,2060080,2060063,52.2,0.9,146.8
l98671,2060063,2060869,46.31,0.9,186.77
l98672,2060071,2060064,9.47,0.9,143.14
l98673,2060065,2060066,0.0,0.9,0.0
l98674,2060706,2060065,45.89,0.9,130.36
l98675,2060869,2060065,23.33,0.9,156.96
l98676,2060067,2060068,0.0,0.9,0.0
l98677,2060067,2060069,0.0,0.9,0.0
l98678,2060073,2060069,10.51,0.9,124.87
l98679,2060069,2060079,47.23,0.9,169.95
l98680,2060069,2060849,7.78,0.9,180.3
l98681,2060071,2060072,0.0,0.9,0.0
l98682,2060765,2060071,44.34,0.9,152.97
l98683,2060073,2060849,18.28,0.9,142.75
l98684,2060074,2060075,0.0,0.9,0.0
l98685,2060074,2060082,38.61,0.9,105.8
l98686,2060076,2060080,19.08,0.9,116.28
l98687,2060076,2060849,38.57,0.9,152.85
l98688,2060077,2060078,0.0,0.9,0.0
l98689,2060077,2060090,29.47,0.9,178.68
l98690,2060077,2060104,67.89,0.9,147.42
l98691,2060706,2060077,2.81,0.9,188.86
l98692,2060079,2060088,21.77,0.9,134.4
l98693,2060080,2060081,0.0,0.9,0.0
l98694,2060082,2060083,0.0,0.9,0.0
l98695,2060082,2060102,65.4,0.9,159.74
l98696,2060084,2060806,55.61,0.9,143.94
l98697,2060812,2060084,38.9,0.9,139.66
l98698,2060085,2060086,0.0,0.9,0.0
l98699,2060085,2060087,0.0,0.9,0.0
l98700,2060088,2060086,31.35,0.9,141.71
l98701,2060086,2060829,53.13,0.9,154.91
l98702,2060095,2060088,29.29,0.9,141.52
l98703,2060089,2060095,20.69,0.9,141.28
l98704,2060089,2060100,44.71,0.9,157.54
l98705,2060092,2060090,35.2,0.9,149.64
l98706,2060101,2060090,44.45,0.9,140.74
l98707,2060090,2060104,44.59,0.9,143.03
l98708,2060091,2060092,0.0,0.9,0.0
l98709,2060092,2060093,61.55,0.9,146.57
l98710,2060092,2060101,25.5,0.9,126.98
l98711,2060093,2060094,0.0,0.9,0.0
l98712,2060093,2060097,9.24,0.9,143.68
l98713,2060100,2060093,13.85,0.9,139.83
l98714,2060097,2060096,0.0,0.99,183.87
l98715,2060096,2060184,117.1,0.97,485.58
l98716,2060096,2060705,114.86,0.97,595.02
l98717,2060100,2060097,9.4,0.9,168.44
l98718,2060097,2060109,29.19,0.9,137.68
l98719,2060098,2060099,0.0,0.9,0.0
l98720,2060098,2060100,0.0,0.9,0.0
l98721,2060117,2060102,42.91,0.9,166.89
l98722,2060103,2060119,59.72,0.9,154.05
l98723,2060103,2060829,12.14,0.9,168.82
l98724,2060105,2060116,37.45,0.9,151.28
l98725,2060106,2060107,0.0,0.9,0.0
l98726,2060106,2060108,0.0,0.9,0.0
l98727,2060107,2060121,37.56,0.9,148.56
l98728,2060829,2060107,11.0,0.9,163.24
l98729,2060110,2060109,10.29,0.9,135.11
l98730,2060109,2060800,14.69,0.9,142.24
l98731,2060128,2060110,25.71,0.9,133.03
l98732,2060110,2060800,23.98,0.9,145.9
l98733,2060111,2060112,0.0,0.9,0.0
l98734,2060111,2060124,23.52,0.9,146.2
l98735,2060111,2060128,22.74,0.9,145.2
l98736,2060111,2060829,46.05,0.9,164.99
l98737,2060113,2060114,0.0,0.9,0.0
l98738,2060113,2060115,0.0,0.9,0.0
l98739,2060115,2060116,14.41,0.9,176.47
l98740,2060115,2060134,18.79,0.9,157.4
l98741,2060803,2060115,26.18,0.9,171.42
l98742,2060116,2060135,33.63,0.9,160.52
l98743,2060803,2060117,17.2,0.9,174.26
l98744,2060118,2060119,0.0,0.9,0.0
l98745,2060118,2060120,0.0,0.9,0.0
l98746,2060119,2060141,49.68,0.9,123.44
l98747,2060121,2060122,0.0,0.9,0.0
l98748,2060124,2060121,11.63,0.9,134.85
l98749,2060123,2060124,0.0,0.9,0.0
l98750,2060123,2060125,0.0,0.9,0.0
l98751,2060126,2060127,0.0,0.9,0.0
l98752,2060130,2060126,21.58,0.9,137.17
l98753,2060136,2060126,19.23,0.9,154.35
l98754,2060128,2060129,0.0,0.9,0.0
l98755,2060130,2060133,0.0,0.99,62.2
l98756,2060139,2060130,29.16,0.9,156.94
l98757,2060130,2060162,33.11,0.9,155.22
l98758,2060131,2060133,0.0,0.99,31.1
l98759,2060132,2060133,0.0,0.99,31.1
l98760,2060135,2060134,25.96,0.9,169.37
l98761,2060134,2060695,6.68,0.9,194.83
l98762,2060155,2060135,38.88,0.9,182.78
l98763,2060136,2060137,0.0,0.9,0.0
l98764,2060136,2060855,28.68,0.9,158.86
l98765,2060138,2060139,0.0,0.9,0.0
l98766,2060139,2060151,27.48,0.9,163.71
l98767,2060740,2060139,2.57,0.9,183.5
l98768,2060140,2060141,0.0,0.9,0.0
l98769,2060141,2060154,22.88,0.9,80.98
l98770,2060141,2060159,36.28,0.9,139.27
l98771,2060142,2060145,18.79,0.9,163.83
l98772,2060855,2060142,14.35,0.9,142.9
l98773,2060143,2060144,0.0,0.9,0.0
l98774,2060143,2060145,0.0,0.9,0.0
l98775,2060145,2060163,23.49,0.9,167.79
l98776,2060146,2060147,0.0,0.9,0.0
l98777,2060146,2060148,0.0,0.9,0.0
l98778,2060162,2060148,7.8,0.9,147.59
l98779,2060148,2060212,26.54,0.9,161.87
l98780,2060149,2060150,0.0,0.9,0.0
l98781,2060151,2060149,25.95,0.9,145.58
l98782,2060149,2060170,6.2,0.9,157.11
l98783,2060149,2060180,14.01,0.9,148.63
l98784,2060740,2060151,24.93,0.9,166.82
l98785,2060152,2060153,0.0,0.9,0.0
l98786,2060152,2060154,0.0,0.9,0.0
l98787,2060219,2060154,35.83,0.9,138.73
l98788,2060156,2060157,0.0,0.9,0.0
l98789,2060156,2060159,14.65,0.9,159.21
l98790,2060219,2060156,32.37,0.9,134.99
l98791,2060159,2060158,0.0,0.99,193.25
l98792,2060639,2060158,65.98,0.97,496.46
l98793,2060802,2060158,109.2,0.97,401.31
l98794,2060158,2060828,95.85,0.97,501.52
l98795,2060159,2060172,24.17,0.9,147.95
l98796,2060160,2060161,0.0,0.9,0.0
l98797,2060160,2060162,6.31,0.9,115.65
l98798,2060177,2060160,2.66,0.9,163.5
l98799,2060163,2060199,24.66,0.9,112.66
l98800,2060163,2070072,43.74,0.9,170.01
l98801,2060164,2060167,0.0,0.99,117.8
l98802,2060164,2060168,0.0,0.9,0.0
l98803,2060164,2060169,0.0,0.9,0.0
l98804,2060165,2060167,0.0,0.99,58.9
l98805,2060166,2060167,0.0,0.99,58.9
l98806,2060723,2060168,8.01,0.9,121.07
l98807,2060168,2060855,15.43,0.9,146.11
l98808,2060170,2060171,0.0,0.9,0.0
l98809,2060170,2060202,27.44,0.9,163.3
l98810,2060216,2060172,17.48,0.9,135.71
l98811,2060173,2060174,0.0,0.9,0.0
l98812,2060182,2060173,5.25,0.9,158.58
l98813,2060173,2060190,2.48,0.9,147.33
l98814,2060173,2060773,5.73,0.9,163.35
l98815,2060175,2060176,0.0,0.9,0.0
l98816,2060177,2060176,6.5,0.9,159.21
l98817,2060176,2060676,8.02,0.9,178.09
l98818,2060177,2060723,41.6,0.9,164.78
l98819,2060178,2060179,0.0,0.9,0.0
l98820,2060178,2060182,17.33,0.9,172.71
l98821,2060676,2060178,2.62,0.9,182.54
l98822,2060180,2060181,0.0,0.9,0.0
l98823,2060180,2060205,7.34,0.9,118.57
l98824,2060182,2060183,0.0,0.9,0.0
l98825,2060182,2060851,2.35,0.9,219.43
l98826,2060185,2060184,0.0,0.99,276.19
l98827,2060185,2060184,0.0,0.99,276.19
l98828,2060185,2060184,0.0,0.99,276.19
l98829,2060185,2060184,0.0,0.99,276.19
l98830,2060278,2060184,19.6,0.97,510.01
l98831,2060184,2060675,41.11,0.97,632.41
l98832,2060739,2060184,41.78,0.97,610.66
l98833,2060186,2060185,4.75,0.9,176.88
l98834,2060185,2060202,1.0,0.9,184.12
l98835,2060185,2060209,16.75,0.9,181.18
l98836,2060185,2060262,12.47,0.9,181.12
l98837,2060185,2060273,12.21,0.9,195.78
l98838,2060260,2060186,5.9,0.9,137.68
l98839,2060187,2060188,0.0,0.9,0.0
l98840,2060247,2060187,9.73,0.9,147.76
l98841,2060249,2060187,5.36,0.9,175.46
l98842,2060189,2060247,7.27,0.9,160.97
l98843,2060189,2060676,13.95,0.9,182.16
l98844,2060190,2060191,0.0,0.9,0.0
l98845,2060190,2060254,7.28,0.9,163.89
l98846,2060192,2060193,0.0,0.9,0.0
l98847,2060192,2060205,31.57,0.9,165.32
l98848,2060192,2060212,35.33,0.9,185.43
l98849,2060271,2060194,7.71,0.9,138.33
l98850,2060194,2060826,4.73,0.9,188.84
l98851,2060195,2060232,2.07,0.9,180.26
l98852,2060851,2060195,4.79,0.9,188.36
l98853,2060196,2060197,0.0,0.9,0.0
l98854,2060196,2060198,0.0,0.9,0.0
l98855,2060198,2060216,13.82,0.9,118.55
l98856,2060238,2060198,13.54,0.9,134.43
l98857,2060199,2060290,10.93,0.9,136.82
l98858,2060200,2060249,6.73,0.9,140.51
l98859,2060200,2060389,6.57,0.9,164.17
l98860,2060286,2060201,3.05,0.9,155.56
l98861,2060201,2060303,25.57,0.9,154.76
l98862,2060203,2060230,12.39,0.9,155.19
l98863,2060203,2060236,2.34,0.9,230.4
l98864,2060255,2060203,4.65,0.9,172.45
l98865,2060203,2060259,3.81,0.9,158.94
l98866,2060203,2060283,5.62,0.9,189.82
l98867,2060203,2060326,1.12,0.9,143.1
l98868,2060204,2060205,0.0,0.9,0.0
l98869,2060204,2060206,0.0,0.9,0.0
l98870,2060209,2060205,7.86,0.9,144.71
l98871,2060207,2060208,0.0,0.9,0.0
l98872,2060207,2060209,0.0,0.9,0.0
l98873,2060210,2060211,0.0,0.9,0.0
l98874,2060210,2060212,0.0,0.9,0.0
l98875,2060676,2060212,1.47,0.9,201.04
l98876,2060676,2060212,1.47,0.9,201.04
l98877,2060213,2060214,0.0,0.9,0.0
l98878,2060213,2060215,0.0,0.9,0.0
l98879,2060407,2060215,12.72,0.9,156.5
l98880,2060215,2060411,24.78,0.9,145.9
l98881,2060723,2060217,10.69,0.9,111.15
l98882,2060217,2060784,6.41,0.9,173.25
l98883,2060218,2060288,5.85,0.9,161.51
l98884,2060218,2060306,5.57,0.9,152.57
l98885,2060219,2060220,0.0,0.9,0.0
l98886,2060310,2060219,13.63,0.9,157.18
l98887,2060469,2060219,22.99,0.9,145.15
l98888,2060221,2060222,0.0,0.9,0.0
l98889,2060253,2060221,2.51,0.9,158.2
l98890,2060221,2060300,3.22,0.9,176.24
l98891,2060223,2060224,0.0,0.9,0.0
l98892,2060223,2060225,0.0,0.9,0.0
l98893,2060224,2060230,1.81,0.9,137.59
l98894,2060224,2060338,8.55,0.9,166.58
l98895,2060226,2060227,0.0,0.9,0.0
l98896,2060227,2060228,1.89,0.9,179.05
l98897,2060227,2070076,53.25,0.9,193.16
l98898,2060228,2060389,32.32,0.9,149.76
l98899,2060229,2060296,5.88,0.9,182.4
l98900,2060229,2060338,4.68,0.9,196.9
l98901,2060229,2060338,4.68,0.9,196.9
l98902,2060230,2060231,0.0,0.9,0.0
l98903,2060300,2060230,6.83,0.9,176.16
l98904,2060232,2060260,8.35,0.9,150.42
l98905,2060233,2060234,0.0,0.9,0.0
l98906,2060233,2060235,0.0,0.9,0.0
l98907,2060235,2060296,2.2,0.9,137.61
l98908,2060235,2060347,1.68,0.9,169.44
l98909,2060236,2060237,0.0,0.9,0.0
l98910,2060236,2060330,3.17,0.9,171.22
l98911,2060236,2060773,11.2,0.9,204.17
l98912,2060236,2060773,11.2,0.9,204.17
l98913,2060236,2060773,11.2,0.9,204.17
l98914,2060238,2060490,25.68,0.9,165.19
l98915,2060239,2060240,0.0,0.9,0.0
l98916,2060239,2060241,0.0,0.9,0.0
l98917,2060408,2060241,42.21,0.9,163.39
l98918,2060241,2060518,34.32,0.9,158.24
l98919,2060242,2060243,0.0,0.9,0.0
l98920,2060242,2060244,0.0,0.9,0.0
l98921,2060242,2060245,0.0,0.9,0.0
l98922,2060296,2060244,2.62,0.9,165.15
l98923,2060326,2060244,1.16,0.9,128.21
l98924,2060249,2060246,9.6,0.9,197.14
l98925,2060249,2060246,9.6,0.9,197.14
l98926,2060246,2060311,11.99,0.9,199.69
l98927,2060246,2060311,11.99,0.9,199.69
l98928,2060246,2060413,28.83,0.9,154.6
l98929,2060247,2060248,0.0,0.9,0.0
l98930,2060250,2060283,5.97,0.9,191.08
l98931,2060250,2060352,8.27,0.9,166.01
l98932,2060251,2060252,0.0,0.9,0.0
l98933,2060251,2060253,0.0,0.9,0.0
l98934,2060253,2060378,12.76,0.9,126.04
l98935,2060254,2060826,8.87,0.9,183.04
l98936,2060255,2060256,0.0,0.9,0.0
l98937,2060260,2060255,3.13,0.9,143.69
l98938,2060257,2060273,3.98,0.9,173.92
l98939,2060257,2060362,0.56,0.9,147.29
l98940,2060258,2060272,5.07,0.9,158.59
l98941,2060258,2060365,5.74,0.9,210.0
l98942,2060258,2060838,8.39,0.9,176.9
l98943,2060259,2060283,3.46,0.9,162.18
l98944,2060292,2060259,0.67,0.9,227.95
l98945,2060259,2060308,3.83,0.9,218.67
l98946,2060261,2060262,0.0,0.9,0.0
l98947,2060261,2060263,0.0,0.9,0.0
l98948,2060262,2060377,7.96,0.9,170.41
l98949,2060264,2060267,0.0,0.99,341.4
l98950,2060264,2060725,33.22,0.97,605.26
l98951,2060842,2060264,17.71,0.97,513.56
l98952,2060265,2060267,0.0,0.99,266.4
l98953,2060268,2060265,1.28,0.9,184.62
l98954,2060284,2060265,5.18,0.9,168.45
l98955,2060265,2060333,8.87,0.9,171.25
l98956,2060266,2060267,0.0,0.99,75.0
l98957,2060268,2060269,0.0,0.9,0.0
l98958,2060268,2060335,10.12,0.9,160.82
l98959,2060270,2060338,2.06,0.9,204.16
l98960,2060270,2060338,2.06,0.9,204.16
l98961,2060270,2060338,2.06,0.9,204.16
l98962,2060347,2060270,4.56,0.9,183.09
l98963,2060270,2060378,4.78,0.9,173.62
l98964,2060271,2060676,6.73,0.9,181.77
l98965,2060322,2060272,2.93,0.9,260.46
l98966,2060272,2060327,1.59,0.9,172.58
l98967,2060272,2060329,7.19,0.9,170.97
l98968,2060390,2060272,1.37,0.9,103.68
l98969,2060272,2060838,3.39,0.9,296.27
l98970,2060274,2060277,0.0,0.99,283.1
l98971,2060274,2060278,0.0,0.97,0.0
l98972,2060275,2060277,0.0,0.99,183.1
l98973,2060326,2060275,2.0,0.9,160.76
l98974,2060330,2060275,0.9,0.9,97.23
l98975,2060276,2060277,0.0,0.99,100.0
l98976,2060278,2060307,6.32,0.97,642.98
l98977,2060278,2060387,21.06,0.97,525.79
l98978,2060278,2060675,26.09,0.97,653.97
l98979,2060278,2060684,53.27,0.97,577.66
l98980,2060278,2060842,16.58,0.97,578.35
l98981,2060279,2060280,0.0,0.9,0.0
l98982,2060338,2060279,3.04,0.9,188.52
l98983,2060279,2060346,7.82,0.9,166.82
l98984,2060281,2060282,0.0,0.9,0.0
l98985,2060281,2060283,0.0,0.9,0.0
l98986,2060283,2060308,0.5,0.9,216.95
l98987,2060283,2060308,0.5,0.9,216.95
l98988,2060283,2060308,0.5,0.9,216.95
l98989,2060283,2060309,5.27,0.9,187.55
l98990,2060284,2060285,0.0,0.9,0.0
l98991,2060365,2060284,7.48,0.9,146.9
l98992,2060288,2060286,2.3,0.9,186.93
l98993,2060288,2060287,0.0,0.99,200.12
l98994,2060287,2060289,0.0,0.97,0.0
l98995,2060287,2060337,60.84,0.97,605.97
l98996,2060684,2060287,26.76,0.97,513.89
l98997,2060783,2060287,14.32,0.97,477.52
l98998,2060886,2060287,48.85,0.97,642.89
l98999,2060287,2070136,83.63,0.97,632.78
l99000,2060290,2060291,0.0,0.9,0.0
l99001,2060290,2060888,8.88,0.9,160.5
l99002,2060292,2060328,9.21,0.9,169.18
l99003,2060293,2060294,0.0,0.9,0.0
l99004,2060293,2060308,6.91,0.9,286.76
l99005,2060293,2060390,7.84,0.9,211.12
l99006,2060295,2060380,5.75,0.9,155.57
l99007,2060295,2060386,4.85,0.9,180.21
l99008,2060296,2060297,0.0,0.9,0.0
l99009,2060296,2060330,1.54,0.9,133.08
l99010,2060298,2060299,0.0,0.9,0.0
l99011,2060298,2060300,0.0,0.9,0.0
l99012,2060300,2060338,1.38,0.9,201.87
l99013,2060300,2060338,1.38,0.9,201.87
l99014,2060302,2060301,0.0,0.99,139.7
l99015,2060301,2060482,29.64,0.97,557.87
l99016,2060301,2060684,38.65,0.97,605.31
l99017,2060301,2060886,30.88,0.97,663.0
l99018,2060302,2060305,0.0,0.99,242.7
l99019,2060302,2060554,37.96,0.94,213.13
l99020,2060887,2060302,30.88,0.94,250.5
l99021,2060303,2060305,0.0,0.99,95.0
l99022,2060564,2060303,26.11,0.9,153.71
l99023,2060304,2060305,0.0,0.99,159.4
l99024,2060306,2060784,19.36,0.9,188.74
l99025,2060308,2060307,0.0,0.99,295.95
l99026,2060308,2060307,0.0,0.99,295.95
l99027,2060308,2060307,0.0,0.99,295.95
l99028,2060308,2060307,0.0,0.99,295.95
l99029,2060307,2060725,9.38,0.97,694.05
l99030,2060307,2060850,18.88,0.97,517.0
l99031,2060308,2060331,8.2,0.9,85.42
l99032,2060308,2060810,3.5,0.9,180.5
l99033,2060309,2060339,2.09,0.9,130.42
l99034,2060310,2060878,32.26,0.9,164.43
l99035,2060311,2060685,6.82,0.9,210.0
l99036,2060311,2060685,6.82,0.9,210.0
l99037,2060311,2060685,6.82,0.9,210.0
l99038,2060312,2060401,27.52,0.9,169.39
l99039,2060312,2060860,9.53,0.9,194.07
l99040,2060313,2060314,0.0,0.9,0.0
l99041,2060313,2060315,3.27,0.9,191.83
l99042,2060313,2060888,14.44,0.9,218.53
l99043,2060315,2060413,19.84,0.9,177.42
l99044,2060316,2060317,0.0,0.9,0.0
l99045,2060316,2060318,0.0,0.9,0.0
l99046,2060317,2060373,4.54,0.9,162.04
l99047,2060380,2060317,5.88,0.9,157.64
l99048,2060327,2060319,1.8,0.9,200.86
l99049,2060327,2060319,1.8,0.9,200.86
l99050,2060838,2060319,0.86,0.9,203.19
l99051,2060838,2060319,0.86,0.9,203.19
l99052,2060838,2060319,0.86,0.9,203.19
l99053,2060320,2060321,0.0,0.9,0.0
l99054,2060320,2060322,0.0,0.9,0.0
l99055,2060320,2060323,0.0,0.9,0.0
l99056,2060322,2060362,3.16,0.9,157.52
l99057,2060322,2060377,11.81,0.9,142.13
l99058,2060324,2060325,0.0,0.9,0.0
l99059,2060324,2060350,2.11,0.9,126.71
l99060,2060324,2060415,2.62,0.9,170.01
l99061,2060726,2060324,2.17,0.9,187.75
l99062,2060327,2060393,6.13,0.9,175.69
l99063,2060328,2060342,1.62,0.9,139.49
l99064,2060362,2060329,5.22,0.9,121.35
l99065,2060331,2060332,0.0,0.9,0.0
l99066,2060350,2060331,1.03,0.9,160.49
l99067,2060331,2060378,3.3,0.9,138.42
l99068,2060726,2060331,1.38,0.9,180.64
l99069,2060333,2060411,4.67,0.9,146.89
l99070,2060334,2060335,0.0,0.9,0.0
l99071,2060365,2060335,0.82,0.9,115.93
l99072,2060386,2060336,4.22,0.9,160.71
l99073,2060401,2060336,5.33,0.9,173.89
l99074,2060336,2060402,12.07,0.9,178.6
l99075,2060338,2060337,0.0,0.99,303.18
l99076,2060338,2060337,0.0,0.99,303.18
l99077,2060338,2060337,0.0,0.99,303.18
l99078,2060338,2060337,0.0,0.99,303.18
l99079,2060387,2060337,11.6,0.97,498.34
l99080,2060675,2060337,20.54,0.97,652.15
l99081,2060337,2060725,10.54,0.97,558.67
l99082,2060337,2060863,27.39,0.97,558.05
l99083,2060339,2060340,0.0,0.9,0.0
l99084,2060339,2060350,2.73,0.9,171.95
l99085,2060369,2060339,5.19,0.9,150.9
l99086,2060448,2060341,14.15,0.9,138.9
l99087,2060341,2060523,15.48,0.9,163.23
l99088,2060342,2060838,7.96,0.9,162.49
l99089,2060343,2060350,5.6,0.9,155.48
l99090,2060452,2060343,2.02,0.9,137.09
l99091,2060344,2060345,0.0,0.9,0.0
l99092,2060344,2060346,0.0,0.9,0.0
l99093,2060346,2060372,1.89,0.9,168.64
l99094,2060388,2060346,0.54,0.9,161.06
l99095,2060346,2060401,1.92,0.9,181.03
l99096,2060348,2060349,0.0,0.9,0.0
l99097,2060348,2060350,0.0,0.9,0.0
l99098,2060348,2060351,0.0,0.9,0.0
l99099,2060350,2060726,1.08,0.9,192.15
l99100,2060352,2060353,0.0,0.9,0.0
l99101,2060404,2060352,1.71,0.9,169.66
l99102,2060352,2060426,16.85,0.9,167.57
l99103,2060355,2060354,0.0,0.99,264.25
l99104,2060355,2060354,0.0,0.99,264.25
l99105,2060355,2060354,0.0,0.99,264.25
l99106,2060354,2060356,0.0,0.97,0.0
l99107,2060354,2060370,13.92,0.97,525.57
l99108,2060725,2060354,14.22,0.97,628.65
l99109,2060354,2060753,31.77,0.97,594.39
l99110,2060355,2060383,0.54,0.9,228.02
l99111,2060355,2060383,0.54,0.9,228.02
l99112,2060355,2060383,0.54,0.9,228.02
l99113,2060355,2060398,3.1,0.9,171.58
l99114,2060357,2060358,0.0,0.9,0.0
l99115,2060357,2060359,0.0,0.9,0.0
l99116,2060375,2060359,1.91,0.9,155.67
l99117,2060359,2060838,5.13,0.9,185.51
l99118,2060360,2060361,0.0,0.9,0.0
l99119,2060404,2060361,1.93,0.9,167.94
l99120,2060409,2060361,5.16,0.9,139.67
l99121,2060361,2060810,7.0,0.9,189.67
l99122,2060363,2060364,0.0,0.9,0.0
l99123,2060369,2060363,1.97,0.9,133.46
l99124,2060363,2060810,1.09,0.9,170.65
l99125,2060366,2060367,0.0,0.9,0.0
l99126,2060366,2060368,0.0,0.9,0.0
l99127,2060368,2060417,0.71,0.9,159.0
l99128,2060368,2060433,3.69,0.9,168.01
l99129,2060496,2060368,5.35,0.9,179.01
l99130,2060371,2060370,0.0,0.99,250.9
l99131,2060371,2060370,0.0,0.99,250.9
l99132,2060371,2060370,0.0,0.99,250.9
l99133,2060725,2060370,8.14,0.97,656.64
l99134,2060370,2060753,20.84,0.97,561.31
l99135,2060394,2060371,0.97,0.9,190.79
l99136,2060451,2060371,4.15,0.9,184.61
l99137,2060371,2060452,1.71,0.9,175.24
l99138,2060430,2060372,3.21,0.9,147.01
l99139,2060373,2060477,24.3,0.9,168.18
l99140,2060374,2060375,0.0,0.9,0.0
l99141,2060374,2060376,0.0,0.9,0.0
l99142,2060375,2060382,11.35,0.9,164.52
l99143,2060390,2060375,4.2,0.9,156.86
l99144,2060375,2060393,1.19,0.9,152.67
l99145,2060378,2060379,0.0,0.9,0.0
l99146,2060380,2060381,0.0,0.9,0.0
l99147,2060419,2060380,6.33,0.9,167.78
l99148,2060426,2060382,2.06,0.9,131.54
l99149,2060383,2060384,0.0,0.9,0.0
l99150,2060391,2060383,0.69,0.9,198.94
l99151,2060391,2060383,0.69,0.9,198.94
l99152,2060383,2060396,6.67,0.9,228.53
l99153,2060386,2060385,0.0,0.99,227.71
l99154,2060386,2060385,0.0,0.99,227.71
l99155,2060386,2060385,0.0,0.99,227.71
l99156,2060385,2060387,0.0,0.97,0.0
l99157,2060386,2060419,3.62,0.9,182.29
l99158,2060387,2060673,22.25,0.97,563.74
l99159,2060675,2060387,23.22,0.97,618.3
l99160,2060863,2060387,16.78,0.97,530.47
l99161,2060451,2060388,3.74,0.9,156.42
l99162,2060470,2060389,11.15,0.9,162.55
l99163,2060389,2060481,26.86,0.9,149.08
l99164,2060391,2060458,4.41,0.9,189.29
l99165,2060436,2060392,6.72,0.9,168.01
l99166,2060440,2060392,14.86,0.9,185.41
l99167,2060394,2060395,0.0,0.9,0.0
l99168,2060420,2060394,4.11,0.9,173.46
l99169,2060480,2060394,8.98,0.9,140.92
l99170,2060396,2060418,6.22,0.9,236.97
l99171,2060396,2060456,0.45,0.9,151.53
l99172,2060397,2060398,0.0,0.9,0.0
l99173,2060457,2060398,3.71,0.9,139.69
l99174,2060399,2060400,0.0,0.9,0.0
l99175,2060399,2060401,0.0,0.9,0.0
l99176,2060860,2060402,10.25,0.9,191.31
l99177,2060403,2060404,0.0,0.9,0.0
l99178,2060404,2060415,11.09,0.9,175.66
l99179,2060458,2060404,2.34,0.9,156.98
l99180,2060405,2060406,0.0,0.9,0.0
l99181,2060432,2060405,4.45,0.9,130.86
l99182,2060490,2060405,4.19,0.9,164.91
l99183,2060407,2060459,14.36,0.9,152.27
l99184,2060460,2060407,18.87,0.9,151.4
l99185,2060408,2060469,29.27,0.9,145.51
l99186,2060408,2060528,22.42,0.9,154.16
l99187,2060409,2060410,0.0,0.9,0.0
l99188,2060421,2060409,6.13,0.9,162.47
l99189,2060411,2060414,5.15,0.9,138.73
l99190,2060412,2060413,0.0,0.9,0.0
l99191,2060436,2060414,4.38,0.9,174.38
l99192,2060415,2060416,0.0,0.9,0.0
l99193,2060420,2060415,4.88,0.9,158.51
l99194,2060417,2060440,27.18,0.9,181.81
l99195,2060418,2060425,1.55,0.9,133.77
